symbol,sector,industry
BANR,Finance,Major Banks
BANX,Finance,Trusts Except Educational Religious and Charitable
BAOS,Real Estate,Real Estate
BAP,Finance,Commercial Banks
BARK,Consumer Discretionary,Other Specialty Stores
BASE,Technology,Computer Software: Prepackaged Software
BATL,Energy,Oil & Gas Production
BATRA,Consumer Discretionary,Services-Misc. Amusement & Recreation
BATRK,Consumer Discretionary,Services-Misc. Amusement & Recreation
BAX,Health Care,Medical/Dental Instruments
BB,Technology,Computer Software: Prepackaged Software
BBAI,Technology,Computer Software: Prepackaged Software
BBAR,Finance,Commercial Banks
BBBY,Consumer Discretionary,Catalog/Specialty Distribution
BBCP,Consumer Discretionary,Engineering & Construction
BBD,Finance,Major Banks
BBDC,Finance,Diversified Financial Services
BBDO,Finance,Major Banks
BBGI,Consumer Discretionary,Broadcasting
BBIO,Health Care,Biotechnology: Pharmaceutical Preparations
BBLG,Health Care,Industrial Specialties
BBLGW,Health Care,Industrial Specialties
BBN,Finance,Finance Companies
BBNX,Health Care,Medical/Dental Instruments
BBOT,Health Care,Biotechnology: Pharmaceutical Preparations
BBSI,Consumer Discretionary,Professional Services
BBT,Finance,Banks
BBU,Consumer Discretionary,Engineering & Construction
BBUC,Consumer Discretionary,Engineering & Construction
BBVA,Finance,Commercial Banks
BBW,Consumer Discretionary,Recreational Games/Products/Toys
BBWI,Consumer Discretionary,Clothing/Shoe/Accessory Stores
BBY,Consumer Discretionary,Consumer Electronics/Video Chains
BC,Industrials,Industrial Machinery/Components
BCAB,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCAL,Finance,Major Banks
BCAR,Finance,Blank Checks
BCARU,Finance,Blank Checks
BCARW,Finance,Blank Checks
BCAT,Finance,Finance/Investors Services
BCAX,Health Care,Biotechnology: Pharmaceutical Preparations
BCBP,Finance,Savings Institutions
BCC,Consumer Discretionary,RETAIL: Building Materials
BCDA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCE,Telecommunications,Telecommunications Equipment
BCG,Finance,Finance: Consumer Services
BCGWW,Finance,Finance: Consumer Services
BCH,Finance,Commercial Banks
BCIC,Finance,Finance: Consumer Services
BCML,Finance,Major Banks
BCO,Industrials,Integrated Freight & Logistics
BCPC,Industrials,Major Chemicals
BCRX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCS,Finance,Commercial Banks
BCSF,Finance,Finance/Investors Services
BCTX,Health Care,Biotechnology: Pharmaceutical Preparations
BCTXW,Health Care,Biotechnology: Pharmaceutical Preparations
BCTXZ,Health Care,Biotechnology: Pharmaceutical Preparations
BCV,Finance,Finance/Investors Services
BCX,Finance,Finance/Investors Services
BCYC,Health Care,Biotechnology: Pharmaceutical Preparations
BDC,Industrials,Telecommunications Equipment
BDJ,Finance,Finance Companies
BDL,Consumer Discretionary,Restaurants
BDMD,Health Care,Medical/Dental Instruments
BDMDW,Health Care,Medical/Dental Instruments
BDN,Real Estate,Real Estate Investment Trusts
BDRX,Health Care,Biotechnology: Pharmaceutical Preparations
BDSX,Health Care,Medical Specialities
BDTX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BDX,Health Care,Medical/Dental Instruments
BE,Energy,Industrial Machinery/Components
BEAM,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BEAT,Health Care,Medical/Dental Instruments
BEDU,Real Estate,Other Consumer Services
BEEM,Technology,Semiconductors
BEEP,Finance,Blank Checks
BEKE,Finance,Real Estate
BEN,Finance,Investment Managers
BENF,Finance,Finance: Consumer Services
BENFW,Finance,Finance: Consumer Services
BEP,Utilities,Electric Utilities: Central
BEPC,Utilities,Electric Utilities: Central
BEPH,Utilities,Electric Utilities: Central
BEPI,Utilities,Electric Utilities: Central
BEPJ,Utilities,Electric Utilities: Central
BETR,Finance,Finance: Consumer Services
BETRW,Finance,Finance: Consumer Services
BFAM,Consumer Discretionary,Other Consumer Services
BFC,Finance,Major Banks
BFH,Real Estate,Real Estate
BFIN,Finance,Savings Institutions
BFK,Finance,Finance Companies
BFLY,Health Care,Medical Electronics
BFRG,Health Care,Biotechnology: Pharmaceutical Preparations
BFRGW,Health Care,Biotechnology: Pharmaceutical Preparations
BFRI,Health Care,Biotechnology: Pharmaceutical Preparations
BFRIW,Health Care,Biotechnology: Pharmaceutical Preparations
BFS,Real Estate,Real Estate Investment Trusts
BFST,Finance,Major Banks
BFZ,Finance,Finance Companies
BG,Consumer Staples,Packaged Foods
BGB,Finance,Trusts Except Educational Religious and Charitable
BGC,Finance,Investment Bankers/Brokers/Service
BGFV,Consumer Discretionary,Other Specialty Stores
BGH,Finance,Investment Managers
BGI,Consumer Discretionary,Consumer Specialties
BGL,Basic Materials,Metal Mining
BGLC,Health Care,Medical Specialities
BGLWW,Basic Materials,Metal Mining
BGM,Health Care,Biotechnology: Pharmaceutical Preparations
BGR,Finance,Trusts Except Educational Religious and Charitable
BGS,Consumer Staples,Packaged Foods
BGSF,Consumer Discretionary,Professional Services
BGT,Finance,Trusts Except Educational Religious and Charitable
BGX,Finance,Trusts Except Educational Religious and Charitable
BGY,Finance,Trusts Except Educational Religious and Charitable
BH,Consumer Discretionary,Restaurants
BHAT,Consumer Discretionary,Recreational Games/Products/Toys
BHB,Finance,Major Banks
BHC,Health Care,Biotechnology: Pharmaceutical Preparations
BHE,Technology,Electrical Products
BHF,Finance,Life Insurance
BHFAL,Finance,Life Insurance
BHFAM,Finance,Life Insurance
BHFAN,Finance,Life Insurance
BHFAO,Finance,Life Insurance
BHFAP,Finance,Life Insurance
BHK,Finance,Finance Companies
BHM,Real Estate,Real Estate Investment Trusts
BHP,Energy,Coal Mining
BHR,Real Estate,Real Estate Investment Trusts
BHRB,Finance,Major Banks
BHV,Finance,Finance/Investors Services
BHVN,Health Care,Biotechnology: Pharmaceutical Preparations
BIAF,Health Care,Biotechnology: Commercial Physical & Biological Resarch
BIAFW,Health Care,Biotechnology: Commercial Physical & Biological Resarch
BIDU,Technology,Computer Software: Programming Data Processing
BIIB,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BILI,Technology,EDP Services
BILL,Technology,EDP Services
BINI,Technology,EDP Services
BIO,Industrials,Biotechnology: Laboratory Analytical Instruments
BIOA,Health Care,Biotechnology: Pharmaceutical Preparations
BIOX,Industrials,Agricultural Chemicals
BIP,Consumer Discretionary,Marine Transportation
BIPC,Consumer Discretionary,Marine Transportation
BIPH,Utilities,Oil & Gas Production
BIPI,Consumer Discretionary,Marine Transportation
BIPJ,Utilities,Oil & Gas Production
BIRD,Consumer Discretionary,Apparel
BIRK,Consumer Discretionary,Shoe Manufacturing
BIT,Finance,Trusts Except Educational Religious and Charitable
BITF,Finance,Finance: Consumer Services
BIVI,Health Care,Biotechnology: Pharmaceutical Preparations
BIVIW,Health Care,Biotechnology: Pharmaceutical Preparations
BIYA,Consumer Discretionary,Diversified Commercial Services
BJ,Consumer Discretionary,Department/Specialty Retail Stores
BJDX,Health Care,Medical/Dental Instruments
BJRI,Consumer Discretionary,Restaurants
BK,Finance,Major Banks
BKD,Health Care,Hospital/Nursing Management
BKE,Consumer Discretionary,Clothing/Shoe/Accessory Stores
BKH,Utilities,Electric Utilities: Central
BKHA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BKHAR,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BKKT,Finance,Finance: Consumer Services
BKN,Finance,Trusts Except Educational Religious and Charitable
BKNG,Consumer Discretionary,Transportation Services
BKR,Consumer Discretionary,Oil and Gas Field Machinery
BKSY,Technology,Radio And Television Broadcasting And Communications Equipment
BKT,Finance,Investment Bankers/Brokers/Service
BKTI,Technology,Radio And Television Broadcasting And Communications Equipment
BKU,Finance,Savings Institutions
BKV,Energy,Oil & Gas Production
BKYI,Technology,Computer Software: Prepackaged Software
BL,Technology,Computer Software: Prepackaged Software
BLBD,Consumer Discretionary,Construction/Ag Equipment/Trucks
BLBX,Technology,EDP Services
BLCO,Health Care,Ophthalmic Goods
BLD,Consumer Discretionary,Engineering & Construction
BLDP,Energy,Industrial Machinery/Components
BLDR,Consumer Discretionary,RETAIL: Building Materials
BLE,Finance,Finance/Investors Services
BLFS,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BLFY,Finance,Banks
BLIN,Technology,Computer Software: Prepackaged Software
BLIV,Technology,EDP Services
BLK,Finance,Investment Bankers/Brokers/Service
BLKB,Technology,Computer Software: Prepackaged Software
BLMN,Consumer Discretionary,Restaurants
BLMZ,Consumer Discretionary,Movies/Entertainment
BLND,Technology,Computer Software: Programming Data Processing
BLNE,Consumer Staples,Beverages (Production/Distribution)
BLNK,Consumer Discretionary,Industrial Specialties
BLRX,Health Care,Biotechnology: Pharmaceutical Preparations
BLSH,Finance,Finance: Consumer Services
BLTE,Health Care,Biotechnology: Pharmaceutical Preparations
BLUWU,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BLW,Consumer Discretionary,Other Consumer Services
BLX,Finance,Commercial Banks
BLZE,Technology,Computer Software: Prepackaged Software
BMA,Finance,Commercial Banks
BMBL,Technology,Computer Software: Programming Data Processing
BME,Finance,Trusts Except Educational Religious and Charitable
BMEA,Health Care,Biotechnology: Pharmaceutical Preparations
BMEZ,Finance,Trusts Except Educational Religious and Charitable
BMHL,Finance,Finance: Consumer Services
BMI,Industrials,Industrial Machinery/Components
BMN,Finance,Trusts Except Educational Religious and Charitable
BMNR,Finance,Finance: Consumer Services
BMO,Finance,Commercial Banks
BMR,Technology,Computer Software: Prepackaged Software
BMRA,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
BMRC,Finance,Major Banks
BMRN,Health Care,Biotechnology: Pharmaceutical Preparations
BMY,Health Care,Biotechnology: Pharmaceutical Preparations
BN,Real Estate,Building operators
BNAI,Technology,EDP Services
BNAIW,Technology,EDP Services
BNC,Industrials,Industrial Machinery/Components
BNED,Consumer Discretionary,Other Specialty Stores
BNGO,Industrials,Biotechnology: Laboratory Analytical Instruments
BNH,Real Estate,Building operators
BNJ,Real Estate,Building operators
BNL,Real Estate,Real Estate Investment Trusts
BNR,Health Care,Medical Specialities
BNRG,Industrials,Building Products
BNS,Finance,Major Banks
BNT,Finance,Property-Casualty Insurers
BNTC,Health Care,Biotechnology: Pharmaceutical Preparations
BNTX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BNY,Finance,Trusts Except Educational Religious and Charitable
BNZI,Technology,Computer Software: Prepackaged Software
BNZIW,Technology,Computer Software: Prepackaged Software
BOC,Finance,Real Estate
BODI,Consumer Discretionary,Other Consumer Services
BOE,Finance,Trusts Except Educational Religious and Charitable
BOF,Consumer Staples,Packaged Foods
BOH,Finance,Major Banks
BOKF,Finance,Major Banks
BOLD,Health Care,Biotechnology: Pharmaceutical Preparations
BOLT,Health Care,Biotechnology: Pharmaceutical Preparations
BON,Health Care,Medicinal Chemicals and Botanical Products
BOOM,Industrials,Industrial Specialties
BOOT,Consumer Discretionary,Clothing/Shoe/Accessory Stores
BORR,Energy,Oil & Gas Production
BOSC,Telecommunications,Computer Communications Equipment
BOTJ,Finance,Major Banks
BOW,Finance,Property-Casualty Insurers
BOX,Technology,Computer Software: Prepackaged Software
BOXL,Real Estate,Other Consumer Services
BP,Energy,Integrated oil Companies
BPOP,Finance,Major Banks
BPOPM,Finance,Major Banks
BPRN,Finance,Major Banks
BPYPM,Finance,Real Estate
BPYPN,Finance,Real Estate
BPYPO,Finance,Real Estate
BPYPP,Finance,Real Estate
BQ,Consumer Discretionary,Other Specialty Stores
BR,Real Estate,Real Estate
BRAG,Technology,Office Equipment/Supplies/Services
BRBR,Consumer Staples,Packaged Foods
BRBS,Finance,Major Banks
BRC,Consumer Discretionary,Miscellaneous manufacturing industries
BRCB,Consumer Discretionary,Restaurants
BRCC,Consumer Staples,Beverages (Production/Distribution)
BREA,Consumer Discretionary,Services-Misc. Amusement & Recreation
BRFH,Consumer Staples,Packaged Foods
BRFS,Consumer Staples,Meat/Poultry/Fish
BRIA,Consumer Discretionary,Apparel
BRID,Consumer Staples,Specialty Foods
BRKR,Industrials,Biotechnology: Laboratory Analytical Instruments
BRKRP,Industrials,Biotechnology: Laboratory Analytical Instruments
BRLS,Consumer Staples,Packaged Foods
BRLSW,Consumer Staples,Packaged Foods
BRLT,Consumer Discretionary,Consumer Specialties
BRN,Energy,Oil & Gas Production
BRNS,Health Care,Biotechnology: Pharmaceutical Preparations
BRO,Finance,Specialty Insurers
BROS,Consumer Discretionary,Restaurants
BRR,Finance,Blank Checks
BRRWU,Finance,Blank Checks
BRRWW,Finance,Blank Checks
BRSL,Consumer Discretionary,Services-Misc. Amusement & Recreation
BRSP,Real Estate,Real Estate Investment Trusts
BRT,Real Estate,Real Estate Investment Trusts
BRTX,Health Care,Managed Health Care
BRW,Finance,Trusts Except Educational Religious and Charitable
BRX,Real Estate,Real Estate Investment Trusts
BRY,Energy,Oil & Gas Production
BRZE,Technology,Computer Software: Prepackaged Software
BSAA,Finance,Blank Checks
BSAAR,Finance,Blank Checks
BSAAU,Finance,Blank Checks
BSAC,Finance,Commercial Banks
BSBK,Finance,Banks
BSBR,Finance,Commercial Banks
BSET,Consumer Discretionary,Home Furnishings
BSL,Finance,Trusts Except Educational Religious and Charitable
BSLK,Industrials,Major Chemicals
BSLKW,Industrials,Major Chemicals
BSM,Energy,Oil & Gas Production
BSRR,Finance,Major Banks
BST,Finance,Finance Companies
BSTZ,Finance,Trusts Except Educational Religious and Charitable
BSVN,Finance,Major Banks
BSX,Health Care,Medical/Dental Instruments
BSY,Technology,Computer Software: Prepackaged Software
BTA,Finance,Trusts Except Educational Religious and Charitable
BTAI,Health Care,Biotechnology: Pharmaceutical Preparations
BTBD,Consumer Discretionary,Restaurants
BTBDW,Consumer Discretionary,Restaurants
BTBT,Finance,Finance: Consumer Services
BTCM,Technology,EDP Services
BTCS,Finance,Finance: Consumer Services
BTCT,Real Estate,Other Consumer Services
BTDR,Finance,Finance: Consumer Services
BTE,Energy,Oil & Gas Production
BTG,Basic Materials,Precious Metals
BTI,Health Care,Medicinal Chemicals and Botanical Products
BTM,Finance,Finance: Consumer Services
BTMD,Health Care,Medicinal Chemicals and Botanical Products
BTMWW,Finance,Finance: Consumer Services
BTO,Finance,Investment Managers
BTOC,Consumer Discretionary,Office Equipment/Supplies/Services
BTOG,Finance,Finance: Consumer Services
BTSG,Health Care,Medical/Nursing Services
BTSGU,Health Care,Medical/Nursing Services
BTT,Finance,Investment Managers
BTU,Energy,Coal Mining
BTZ,Finance,Finance Companies
BUD,Consumer Staples,Beverages (Production/Distribution)
BUI,Finance,Trusts Except Educational Religious and Charitable
BULL,Finance,Investment Bankers/Brokers/Service
BULLW,Finance,Investment Bankers/Brokers/Service
BUR,Finance,Finance: Consumer Services
BURL,Consumer Discretionary,Department/Specialty Retail Stores
BURU,Miscellaneous,Industrial Machinery/Components
BUSE,Finance,Major Banks
BUSEP,Finance,Major Banks
BUUU,Consumer Discretionary,Services-Misc. Amusement & Recreation
BV,Real Estate,Real Estate
BVFL,Finance,Savings Institutions
BVN,Basic Materials,Metal Mining
BVS,Health Care,Medical/Dental Instruments
BW,Industrials,Building Products
BWA,Consumer Discretionary,Auto Parts:O.E.M.
BWAY,Health Care,Medical/Dental Instruments
BWB,Finance,Major Banks
BWBBP,Finance,Major Banks
BWEN,Telecommunications,Metal Fabrications
BWFG,Finance,Major Banks
BWG,Finance,Finance/Investors Services
BWIN,Finance,Specialty Insurers
BWLP,Consumer Discretionary,Transportation Services
BWMN,Consumer Discretionary,Professional Services
BWMX,Consumer Discretionary,Catalog/Specialty Distribution
BWNB,Industrials,Building Products
BWSN,Industrials,Building Products
BWXT,Industrials,Industrial Machinery/Components
BX,Finance,Investment Managers
BXC,Consumer Discretionary,Wholesale Distributors
BXMT,Real Estate,Real Estate Investment Trusts
BXMX,Finance,Investment Managers
BXP,Real Estate,Real Estate Investment Trusts
BXSL,Finance,Trusts Except Educational Religious and Charitable
BY,Finance,Major Banks
BYD,Consumer Discretionary,Hotels/Resorts
BYFC,Finance,Savings Institutions
BYM,Finance,Investment Managers
